indx,text
251,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 2182348000.0, Total Non Current Assets is 2987114000.0, Current Liabilities is 992044000.0, Total Non Current Liabilities Net Minority Interest is 1807692000.0, Stockholders Equity is 2257381000.0, Market Cap is 9040912384, Industry is Specialty Industrial Machinery, Employees is 8315.0, City is Waukesha, EBITDA Margins is 0.16014, Profit Margins is 0.07169, Gross Margins is 0.3765, Day High is 153.06,.
"
252,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1848464000.0, Total Non Current Assets is 3029316000.0, Current Liabilities is 1155907000.0, Total Non Current Liabilities Net Minority Interest is 1449736000.0, Stockholders Equity is 2213774000.0, Market Cap is 9040912384, Industry is Specialty Industrial Machinery, Employees is 8315.0, City is Waukesha, EBITDA Margins is 0.16014, Profit Margins is 0.07169, Gross Margins is 0.3765, Day High is 153.06,.
"
253,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1669733000.0, Total Non Current Assets is 1565690000.0, Current Liabilities is 641524000.0, Total Non Current Liabilities Net Minority Interest is 1137488000.0, Stockholders Equity is 1390293000.0, Market Cap is 9040912384, Industry is Specialty Industrial Machinery, Employees is 8315.0, City is Waukesha, EBITDA Margins is 0.16014, Profit Margins is 0.07169, Gross Margins is 0.3765, Day High is 153.06,.
"
254,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7220000000.0, Total Non Current Assets is 29734000000.0, Current Liabilities is 8616000000.0, Total Non Current Liabilities Net Minority Interest is 32261000000.0, Stockholders Equity is -3973000000.0, Market Cap is 90305904640, Industry is Tobacco, Employees is 6400.0, City is Richmond, EBITDA Margins is 0.59994, Profit Margins is 0.50511, Gross Margins is 0.69757, Day High is 53.88,.
"
255,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 6083000000.0, Total Non Current Assets is 33440000000.0, Current Liabilities is 8579000000.0, Total Non Current Liabilities Net Minority Interest is 32550000000.0, Stockholders Equity is -1606000000.0, Market Cap is 90305904640, Industry is Tobacco, Employees is 6400.0, City is Richmond, EBITDA Margins is 0.59994, Profit Margins is 0.50511, Gross Margins is 0.69757, Day High is 53.88,.
"
256,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7117000000.0, Total Non Current Assets is 40297000000.0, Current Liabilities is 9063000000.0, Total Non Current Liabilities Net Minority Interest is 35386000000.0, Stockholders Equity is 2839000000.0, Market Cap is 90305904640, Industry is Tobacco, Employees is 6400.0, City is Richmond, EBITDA Margins is 0.59994, Profit Margins is 0.50511, Gross Margins is 0.69757, Day High is 53.88,.
"
257,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7266000000.0, Total Non Current Assets is 10586000000.0, Current Liabilities is 3347000000.0, Total Non Current Liabilities Net Minority Interest is 2196000000.0, Stockholders Equity is 12309000000.0, Market Cap is 43272900608, Industry is Information Technology Services, Employees is 340100.0, City is Teaneck, EBITDA Margins is 0.17875999, Profit Margins is 0.116009995, Gross Margins is 0.3436, Day High is 87.52,.
"
258,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7342000000.0, Total Non Current Assets is 10510000000.0, Current Liabilities is 3529000000.0, Total Non Current Liabilities Net Minority Interest is 2332000000.0, Stockholders Equity is 11991000000.0, Market Cap is 43272900608, Industry is Information Technology Services, Employees is 340100.0, City is Teaneck, EBITDA Margins is 0.17875999, Profit Margins is 0.116009995, Gross Margins is 0.3436, Day High is 87.52,.
"
259,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 6851000000.0, Total Non Current Assets is 10072000000.0, Current Liabilities is 3540000000.0, Total Non Current Liabilities Net Minority Interest is 2547000000.0, Stockholders Equity is 10836000000.0, Market Cap is 43272900608, Industry is Information Technology Services, Employees is 340100.0, City is Teaneck, EBITDA Margins is 0.17875999, Profit Margins is 0.116009995, Gross Margins is 0.3436, Day High is 87.52,.
"
260,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 6106152000.0, Total Non Current Assets is 7983108000.0, Current Liabilities is 6043455000.0, Total Non Current Liabilities Net Minority Interest is 5504312000.0, Stockholders Equity is 2541493000.0, Market Cap is 25607639040, Industry is Software - Infrastructure, Employees is 10500.0, City is Atlanta, EBITDA Margins is 0.53293, Profit Margins is 0.26142, Gross Margins is 0.78291, Day High is 370.8514,.
"
261,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 5488048000.0, Total Non Current Assets is 7916605000.0, Current Liabilities is 5290351000.0, Total Non Current Liabilities Net Minority Interest is 5247722000.0, Stockholders Equity is 2866580000.0, Market Cap is 25607639040, Industry is Software - Infrastructure, Employees is 10500.0, City is Atlanta, EBITDA Margins is 0.53293, Profit Margins is 0.26142, Gross Margins is 0.78291, Day High is 370.8514,.
"
262,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 3956318000.0, Total Non Current Assets is 7238261000.0, Current Liabilities is 3968311000.0, Total Non Current Liabilities Net Minority Interest is 3870857000.0, Stockholders Equity is 3355411000.0, Market Cap is 25607639040, Industry is Software - Infrastructure, Employees is 10500.0, City is Atlanta, EBITDA Margins is 0.53293, Profit Margins is 0.26142, Gross Margins is 0.78291, Day High is 370.8514,.
"
263,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1773138000.0, Total Non Current Assets is 47899954000.0, Current Liabilities is 3498808000.0, Total Non Current Liabilities Net Minority Interest is 17330995000.0, Stockholders Equity is 28713149000.0, Market Cap is 47143243776, Industry is REIT - Retail, Employees is 418.0, City is San Diego, EBITDA Margins is 0.89449996, Profit Margins is 0.1754, Gross Margins is 0.92756, Day High is 53.9498,.
"
264,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1159356000.0, Total Non Current Assets is 41978146000.0, Current Liabilities is 2220928000.0, Total Non Current Liabilities Net Minority Interest is 15787174000.0, Stockholders Equity is 25052574000.0, Market Cap is 47143243776, Industry is REIT - Retail, Employees is 418.0, City is San Diego, EBITDA Margins is 0.89449996, Profit Margins is 0.1754, Gross Margins is 0.92756, Day High is 53.9498,.
"
265,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1294487000.0, Total Non Current Assets is 19445798000.0, Current Liabilities is 383902000.0, Total Non Current Liabilities Net Minority Interest is 9338653000.0, Stockholders Equity is 10985483000.0, Market Cap is 47143243776, Industry is REIT - Retail, Employees is 418.0, City is San Diego, EBITDA Margins is 0.89449996, Profit Margins is 0.1754, Gross Margins is 0.92756, Day High is 53.9498,.
"
266,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 7432000000.0, Total Non Current Assets is 28090000000.0, Current Liabilities is 3728000000.0, Total Non Current Liabilities Net Minority Interest is 14050000000.0, Stockholders Equity is 17655000000.0, Market Cap is 21716350976, Industry is Specialty Chemicals, Employees is 21500.0, City is New York, EBITDA Margins is 0.16433, Profit Margins is -0.20331, Gross Margins is 0.35074002, Day High is 85.29,.
"
267,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 6987000000.0, Total Non Current Assets is 32671000000.0, Current Liabilities is 3633000000.0, Total Non Current Liabilities Net Minority Interest is 14803000000.0, Stockholders Equity is 21082000000.0, Market Cap is 21716350976, Industry is Specialty Chemicals, Employees is 21500.0, City is New York, EBITDA Margins is 0.16433, Profit Margins is -0.20331, Gross Margins is 0.35074002, Day High is 85.29,.
"
